DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Year,Latitude,Longitude
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,16,58043.75,29065.25,26521.125,2012,42.373977,-71.1334327
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,26,53973.57692,39514.88462,38519.11538,2012,42.334447,-71.0740118
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,28,64552.28571,35025.32143,31915.39286,2012,42.3489582,-71.1476809
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,35,96974.45714,32331.25714,31606.68571,2012,42.3631542,-71.0688334
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,52,55640.28846,35206.82692,34396.5,2012,42.3396481,-71.1050255
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,42,114050.0238,34080.21429,31213.04762,2012,42.3362036,-71.1067408
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,22,49572.04545,36801.27273,32437.5,2012,42.349512,-71.063308
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,42,51285.30952,18714.30952,14987.02381,2012,42.373977,-71.1334327
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,47,40653.14894,24234.17021,22527.93617,2012,42.334447,-71.0740118
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,69,50683.37681,21235.08696,19436.65217,2012,42.3489582,-71.1476809
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,124,67588.62903,19769.07258,18109.26613,2012,42.3631542,-71.0688334
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,105,30144.92381,20775.0381,19487.28571,2012,42.3396481,-71.1050255
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,116,68911.22414,19423.56897,18126.84483,2012,42.3362036,-71.1067408
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,92,37886.06522,22695.93478,21312.06522,2012,42.349512,-71.063308
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,17,46657.23529,15710,14834.47059,2012,42.373977,-71.1334327
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,35,38648.42857,22558.28571,21769.71429,2012,42.334447,-71.0740118
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,15,43569.6,19255.8,18798.2,2012,42.3489582,-71.1476809
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,86,74799.95349,19003.44186,17216.82558,2012,42.3631542,-71.0688334
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,42,31976.47619,19237.21429,18092.07143,2012,42.3396481,-71.1050255
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,36,70908.80556,18158.86111,17426.30556,2012,42.3362036,-71.1067408
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,60,38918.68333,21044.25,19371.73333,2012,42.349512,-71.063308
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,26,35371.42308,23026,22230.30769,2012,42.334447,-71.0740118
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,41,45620.87805,19498.26829,18993.09756,2012,42.3489582,-71.1476809
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,161,83335.68944,18398.06211,16916.3354,2012,42.3631542,-71.0688334
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,53,41864.56604,20180.75472,17495.67925,2012,42.3396481,-71.1050255
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,91,103519.4176,19908.30769,17927.65934,2012,42.3362036,-71.1067408
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,48,43822.27083,21288.97917,19378,2012,42.349512,-71.063308
252 - OTHER VASCULAR PROCEDURES W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,36,37801,36899.19444,35619.88889,2012,42.334447,-71.0740118
252 - OTHER VASCULAR PROCEDURES W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,12,39265.66667,31571.91667,31090.25,2012,42.3489582,-71.1476809
252 - OTHER VASCULAR PROCEDURES W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,88,127622.3636,35063.52273,33689.42045,2012,42.3631542,-71.0688334
252 - OTHER VASCULAR PROCEDURES W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,63,67635.2381,35181.31746,32795.68254,2012,42.3396481,-71.1050255
252 - OTHER VASCULAR PROCEDURES W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,42,115496,30911.7381,30194.2619,2012,42.3362036,-71.1067408
252 - OTHER VASCULAR PROCEDURES W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,18,43274,34434.61111,33602.38889,2012,42.349512,-71.063308
252 - OTHER VASCULAR PROCEDURES W MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,15,71532.73333,27767.66667,27001.8,2012,42.3016411,-71.1287817
253 - OTHER VASCULAR PROCEDURES W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,28,41284.10714,30588.14286,29726.28571,2012,42.334447,-71.0740118
253 - OTHER VASCULAR PROCEDURES W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,34,46238.5,25917.08824,25037.32353,2012,42.3489582,-71.1476809
253 - OTHER VASCULAR PROCEDURES W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,134,88833.3806,25150.41791,23575.73134,2012,42.3631542,-71.0688334
253 - OTHER VASCULAR PROCEDURES W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,81,47767.11111,26051.12346,25335,2012,42.3396481,-71.1050255
253 - OTHER VASCULAR PROCEDURES W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,84,103430.7857,26322,22648.05952,2012,42.3362036,-71.1067408
253 - OTHER VASCULAR PROCEDURES W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,40,50903.3,27923.05,24631.875,2012,42.349512,-71.063308
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,18,21458.72222,14477.61111,13455.38889,2012,42.373977,-71.1334327
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,13,43058.07692,20537,19697.76923,2012,42.334447,-71.0740118
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,33,32807.81818,17925.78788,15893.36364,2012,42.3489582,-71.1476809
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,73,62435.42466,16396.80822,15035.89041,2012,42.3631542,-71.0688334
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,43,38455.32558,17841.11628,16413.60465,2012,42.3396481,-71.1050255
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,59,68858.27119,16363.38983,15129.18644,2012,42.3362036,-71.1067408
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,19,34327.94737,19066.73684,18217.47368,2012,42.349512,-71.063308
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,27,21664.66667,14825.44444,14103.81481,2012,42.373977,-71.1334327
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,21,26279.42857,18578.90476,17757.7619,2012,42.3748024,-71.1042804
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,40,31629.675,23129.825,22204.1,2012,42.334447,-71.0740118
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,29,26714.48276,19453.06897,18739.68966,2012,42.3489582,-71.1476809
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,47,54873.04255,17863.25532,17095.6383,2012,42.3631542,-71.0688334
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,60,29199.96667,18541.23333,17442.56667,2012,42.3396481,-71.1050255
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,30,33572.9,12218.73333,11314,2012,42.3306338,-71.2464373
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,37,67132.62162,18627.35135,17968.75676,2012,42.3362036,-71.1067408
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,38,38133.84211,21815,21104.5,2012,42.349512,-71.063308
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,19,15896.63158,9708.842105,8922.947368,2012,42.373977,-71.1334327
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,11,12607.54545,12533.45455,11694.90909,2012,42.3748024,-71.1042804
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,21,14316.7619,14145.19048,13322.90476,2012,42.334447,-71.0740118
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,25,13478.12,11973.44,11144.96,2012,42.3489582,-71.1476809
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,59,38975.54237,15230.08475,10891.77966,2012,42.3631542,-71.0688334
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,39,17970.61538,12056.07692,11468.79487,2012,42.3396481,-71.1050255
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,15,18119.26667,7962.066667,7199.4,2012,42.3306338,-71.2464373
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,32,36322,11389.75,10778.625,2012,42.3362036,-71.1067408
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,25,15417.88,13092.68,12265.16,2012,42.349512,-71.063308
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,11,19775.27273,9262.272727,8425.909091,2012,42.3016411,-71.1287817
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,15,8273.466667,8198,7355.066667,2012,42.3748024,-71.1042804
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,32,30664.53125,8286.375,7072.625,2012,42.3631542,-71.0688334
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,14,16744.42857,8430.142857,7695.571429,2012,42.3396481,-71.1050255
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,19,13093.52632,5805.052632,5082.526316,2012,42.3306338,-71.2464373
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,28,45579.07143,26951.57143,26150.78571,2012,42.334447,-71.0740118
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,22,32876.27273,22345.95455,21625.63636,2012,42.3489582,-71.1476809
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,71,83126.85915,22738.50704,22042.46479,2012,42.3631542,-71.0688334
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,45,45206.66667,23788.95556,23072.55556,2012,42.3396481,-71.1050255
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,55,108594.9273,24504.74545,23762.09091,2012,42.3362036,-71.1067408
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,44,65563.90909,27490.25,23919.77273,2012,42.349512,-71.063308
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,28,19421.07143,9470.464286,8335.5,2012,42.373977,-71.1334327
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,60,28072.98333,14967.63333,13111.85,2012,42.334447,-71.0740118
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,38,20446.28947,11852.57895,10690.52632,2012,42.3489582,-71.1476809
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,227,45023.13216,11774.96916,10101.82819,2012,42.3631542,-71.0688334
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,103,23681.39806,12060.52427,11007.58252,2012,42.3396481,-71.1050255
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,124,51905.78226,11888.58065,10509.17742,2012,42.3362036,-71.1067408
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,89,24701.89888,13751.74157,11960.5618,2012,42.349512,-71.063308
291 - HEART FAILURE & SHOCK W MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,48,20061.52083,13005.95833,12301.25,2012,42.373977,-71.1334327
291 - HEART FAILURE & SHOCK W MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,38,20731.39474,16975.05263,16302.60526,2012,42.3748024,-71.1042804
291 - HEART FAILURE & SHOCK W MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,14,10946.64286,14344.92857,12989,2012,42.2774915,-71.065494
291 - HEART FAILURE & SHOCK W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,96,24885.42708,19346.28125,18234.33333,2012,42.334447,-71.0740118
291 - HEART FAILURE & SHOCK W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,37,18504.27027,16228.48649,15731.83784,2012,42.3489582,-71.1476809
291 - HEART FAILURE & SHOCK W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,160,53221.53125,15827.5125,15158.3125,2012,42.3631542,-71.0688334
291 - HEART FAILURE & SHOCK W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,134,28871.29104,16748.76119,15976.00746,2012,42.3396481,-71.1050255
291 - HEART FAILURE & SHOCK W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,62,29387.91935,11179.85484,10629.6129,2012,42.3306338,-71.2464373
291 - HEART FAILURE & SHOCK W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,116,52266.05172,15763.31034,14893.55172,2012,42.3362036,-71.1067408
291 - HEART FAILURE & SHOCK W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,61,26691.88525,17240.13115,16464.39344,2012,42.349512,-71.063308
291 - HEART FAILURE & SHOCK W MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,29,22959.75862,11976.17241,11500.31034,2012,42.3016411,-71.1287817
292 - HEART FAILURE & SHOCK W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,65,12729.33846,8895.461538,7331.969231,2012,42.373977,-71.1334327
292 - HEART FAILURE & SHOCK W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,58,14017.86207,11199.58621,10460.60345,2012,42.3748024,-71.1042804
292 - HEART FAILURE & SHOCK W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,43,10983.88372,10816.2093,9887.302326,2012,42.2774915,-71.065494
292 - HEART FAILURE & SHOCK W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,170,14500.59412,13146.43529,12310.31765,2012,42.334447,-71.0740118
292 - HEART FAILURE & SHOCK W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,80,11945.175,11392.075,10582.0375,2012,42.3489582,-71.1476809
292 - HEART FAILURE & SHOCK W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,344,35168.10174,10807.7093,10082.15698,2012,42.3631542,-71.0688334
292 - HEART FAILURE & SHOCK W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,205,16345.2,11385.20976,10506.46829,2012,42.3396481,-71.1050255
292 - HEART FAILURE & SHOCK W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,131,19045.23664,7622.229008,6665.236641,2012,42.3306338,-71.2464373
292 - HEART FAILURE & SHOCK W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,261,36996.31801,11067.14176,9806.099617,2012,42.3362036,-71.1067408
292 - HEART FAILURE & SHOCK W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,77,14696.64935,11708.96104,11064.07792,2012,42.349512,-71.063308
292 - HEART FAILURE & SHOCK W CC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,83,22693.14458,8620.722892,7997.433735,2012,42.3016411,-71.1287817
293 - HEART FAILURE & SHOCK W/O CC/MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,42,11325.16667,6070.97619,5304.309524,2012,42.373977,-71.1334327
293 - HEART FAILURE & SHOCK W/O CC/MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,13,9379.615385,7640.153846,6843.538462,2012,42.3748024,-71.1042804
293 - HEART FAILURE & SHOCK W/O CC/MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,19,7780.947368,7083.210526,6358.157895,2012,42.2774915,-71.065494
293 - HEART FAILURE & SHOCK W/O CC/MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,26,9849.730769,8876.5,8079.884615,2012,42.334447,-71.0740118
293 - HEART FAILURE & SHOCK W/O CC/MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,28,8674,7552.035714,6734.035714,2012,42.3489582,-71.1476809
293 - HEART FAILURE & SHOCK W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,77,27193.90909,7433.766234,6318.558442,2012,42.3631542,-71.0688334
293 - HEART FAILURE & SHOCK W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,47,11900.19149,7776.787234,6719.93617,2012,42.3396481,-71.1050255
293 - HEART FAILURE & SHOCK W/O CC/MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,54,12959.38889,5091.055556,4435.888889,2012,42.3306338,-71.2464373
293 - HEART FAILURE & SHOCK W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,40,29944.3,7323.25,6574.85,2012,42.3362036,-71.1067408
293 - HEART FAILURE & SHOCK W/O CC/MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,13,9566.846154,7650.769231,6930.846154,2012,42.349512,-71.063308
293 - HEART FAILURE & SHOCK W/O CC/MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,50,15728.42,5811.02,5006.62,2012,42.3016411,-71.1287817
300 - PERIPHERAL VASCULAR DISORDERS W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,15,10977.73333,8603.666667,7682.066667,2012,42.373977,-71.1334327
